PLAYER_NAME,Season,REB_CONTEST_PCT,AVG_REB_DIST
Josh Okogie,2021-22,0.357,8.0
Josh Richardson,2021-22,0.219,9.0
Joshua Primo,2021-22,0.31,8.1
Jrue Holiday,2021-22,0.342,7.9
Juan Toscano-Anderson,2021-22,0.205,5.8
Juancho Hernangomez,2021-22,0.26,6.3
Julius Randle,2021-22,0.301,5.0
Justin Anderson,2021-22,0.196,6.9
Justin Champagnie,2021-22,0.556,6.5
Justin Holiday,2021-22,0.263,9.5
Justin Jackson,2021-22,0.0,9.9
Justin Robinson,2021-22,0.048,10.2
Justise Winslow,2021-22,0.348,6.0
Jusuf Nurkic,2021-22,0.426,4.4
Juwan Morgan,2021-22,0.5,5.6
KZ Okpala,2021-22,0.317,5.7
Kai Jones,2021-22,0.727,4.0
Karl-Anthony Towns,2021-22,0.426,5.4
Keifer Sykes,2021-22,0.133,11.6
Keita Bates-Diop,2021-22,0.29,6.1
Kelan Martin,2021-22,0.309,6.1
Keldon Johnson,2021-22,0.287,5.7
Keljin Blevins,2021-22,0.289,7.8
Kelly Olynyk,2021-22,0.463,5.3
Kelly Oubre Jr.,2021-22,0.332,7.3
Kemba Walker,2021-22,0.162,10.0
Kenrich Williams,2021-22,0.423,6.4
Kent Bazemore,2021-22,0.217,7.2
Kentavious Caldwell-Pope,2021-22,0.199,8.7
Kenyon Martin Jr.,2021-22,0.394,6.9
Keon Johnson,2021-22,0.309,9.2
Kessler Edwards,2021-22,0.302,6.0
Kevin Durant,2021-22,0.27,7.3
Kevin Huerter,2021-22,0.201,9.0
Kevin Knox II,2021-22,0.273,8.0
Kevin Love,2021-22,0.39,4.5
Kevin Pangos,2021-22,0.091,12.1
Kevin Porter Jr.,2021-22,0.251,7.3
Kevon Looney,2021-22,0.467,5.0
Khem Birch,2021-22,0.49,6.0
Khris Middleton,2021-22,0.236,7.1
Killian Hayes,2021-22,0.212,8.7
Killian Tillie,2021-22,0.382,9.3
Kira Lewis Jr.,2021-22,0.077,9.2
Klay Thompson,2021-22,0.232,7.7
Kris Dunn,2021-22,0.245,7.1
Kristaps Porzingis,2021-22,0.423,5.1
Kyle Anderson,2021-22,0.353,6.2
Kyle Guy,2021-22,0.294,9.2
Kyle Kuzma,2021-22,0.28,5.2
Kyle Lowry,2021-22,0.195,8.0
Kyrie Irving,2021-22,0.189,8.4
LaMarcus Aldridge,2021-22,0.426,5.6
LaMelo Ball,2021-22,0.259,8.1
Lamar Stevens,2021-22,0.317,5.8
Lance Stephenson,2021-22,0.15,7.4
Landry Shamet,2021-22,0.19,11.0
Langston Galloway,2021-22,0.333,6.5
Larry Nance Jr.,2021-22,0.347,6.1
Lauri Markkanen,2021-22,0.38,6.0
LeBron James,2021-22,0.296,6.1
Leandro Bolmaro,2021-22,0.372,8.1
Lindell Wigginton,2021-22,0.16,7.4
Lindy Waters III,2021-22,0.247,8.1
Lonnie Walker IV,2021-22,0.221,9.0
Lonzo Ball,2021-22,0.284,8.4
Lou Williams,2021-22,0.184,9.1
Louis King,2021-22,0.333,8.4
Luguentz Dort,2021-22,0.245,8.4
Luka Doncic,2021-22,0.263,5.7
Luka Garza,2021-22,0.531,5.3
Luke Kennard,2021-22,0.135,7.9
Luke Kornet,2021-22,0.517,4.5
M.J. Walker,2021-22,0.0,4.1
Mac McClung,2021-22,0.0,7.2
Malachi Flynn,2021-22,0.222,9.9
Malcolm Brogdon,2021-22,0.259,8.3
Malcolm Hill,2021-22,0.229,7.1
Malik Beasley,2021-22,0.172,9.5
Malik Fitts,2021-22,0.294,7.9
Malik Monk,2021-22,0.184,7.1
Malik Newman,2021-22,0.0,8.3
Mamadi Diakite,2021-22,0.475,4.1
Marcus Garrett,2021-22,0.478,7.2
Marcus Morris Sr.,2021-22,0.199,7.7
Marcus Smart,2021-22,0.306,8.9
Markelle Fultz,2021-22,0.245,7.7
Markieff Morris,2021-22,0.378,5.7
Marko Simonovic,2021-22,0.7,2.9
Markus Howard,2021-22,0.0,7.8
Marquese Chriss,2021-22,0.466,5.0
Marvin Bagley III,2021-22,0.42,4.7
Mason Jones,2021-22,0.1,5.7
Mason Plumlee,2021-22,0.42,4.7
Matisse Thybulle,2021-22,0.252,9.7
Matt Mooney,2021-22,0.0,0.0
Matt Ryan,2021-22,0.0,0.0
Matt Thomas,2021-22,0.14,8.4
Maurice Harkless,2021-22,0.222,7.1
Max Strus,2021-22,0.238,8.1
Maxi Kleber,2021-22,0.426,5.8
McKinley Wright IV,2021-22,0.0,0.0
Melvin Frazier Jr.,2021-22,0.154,8.7
Micah Potter,2021-22,0.222,2.8
Michael Porter Jr.,2021-22,0.22,5.6
Mikal Bridges,2021-22,0.335,8.3
Mike Conley,2021-22,0.157,10.2
Mike Muscala,2021-22,0.457,5.1
Miles Bridges,2021-22,0.3,6.4
Miles McBride,2021-22,0.238,9.6
Mitchell Robinson,2021-22,0.631,5.3
Miye Oni,2021-22,0.286,5.6
Mo Bamba,2021-22,0.369,4.2
Monte Morris,2021-22,0.133,10.0
Montrezl Harrell,2021-22,0.448,5.6
Moritz Wagner,2021-22,0.353,5.7
Moses Brown,2021-22,0.467,4.2
Moses Moody,2021-22,0.347,7.8
Moses Wright,2021-22,0.0,11.8
Mychal Mulder,2021-22,0.125,7.2
Myles Powell,2021-22,0.0,10.1
Myles Turner,2021-22,0.407,5.3
Naji Marshall,2021-22,0.296,5.8
Nassir Little,2021-22,0.347,6.7
Nate Hinton,2021-22,0.0,0.0
Nathan Knight,2021-22,0.494,5.1
Naz Reid,2021-22,0.482,4.9
Neemias Queta,2021-22,0.677,5.1
Nemanja Bjelica,2021-22,0.445,4.8
Nerlens Noel,2021-22,0.482,5.3
Nic Claxton,2021-22,0.447,4.7
Nick Richards,2021-22,0.512,4.6
Nickeil Alexander-Walker,2021-22,0.246,6.9
Nicolas Batum,2021-22,0.279,6.3
Nik Stauskas,2021-22,0.333,11.9
Nikola Jokic,2021-22,0.442,4.1
Nikola Vucevic,2021-22,0.409,4.3
Norman Powell,2021-22,0.214,9.6
Norvel Pelle,2021-22,0.333,3.4
OG Anunoby,2021-22,0.33,7.4
Obi Toppin,2021-22,0.287,5.7
Olivier Sarr,2021-22,0.409,5.8
Omer Yurtseven,2021-22,0.408,3.9
Onyeka Okongwu,2021-22,0.481,5.3
Oshae Brissett,2021-22,0.38,5.9
Otto Porter Jr.,2021-22,0.341,6.1
P.J. Dozier,2021-22,0.27,7.9
P.J. Tucker,2021-22,0.362,6.6
P.J. Washington,2021-22,0.421,5.5
Paris Bass,2021-22,1.0,9.9
Pascal Siakam,2021-22,0.331,6.0
Pat Connaughton,2021-22,0.293,7.2
Patrick Beverley,2021-22,0.204,8.9
Patrick Williams,2021-22,0.261,7.6
Patty Mills,2021-22,0.122,10.9
Paul George,2021-22,0.23,6.1
Paul Millsap,2021-22,0.465,4.5
Paul Reed,2021-22,0.522,5.3
Paul Watson,2021-22,0.148,7.3
Payton Pritchard,2021-22,0.201,9.6
Petr Cornelie,2021-22,0.571,4.0
Precious Achiuwa,2021-22,0.406,5.3
Quentin Grimes,2021-22,0.28,8.6
Quinndary Weatherspoon,2021-22,0.5,8.4
R.J. Hampton,2021-22,0.196,8.7
RJ Barrett,2021-22,0.222,7.3
RJ Nembhard Jr.,2021-22,0.143,9.5
Rajon Rondo,2021-22,0.13,8.4
Raul Neto,2021-22,0.112,10.2
Rayjon Tucker,2021-22,0.375,8.3
Reggie Bullock,2021-22,0.216,8.3
Reggie Jackson,2021-22,0.16,9.4
Reggie Perry,2021-22,0.404,4.6
Richaun Holmes,2021-22,0.458,4.5
Ricky Rubio,2021-22,0.156,10.8
Rob Edwards,2021-22,0.333,6.7
Robert Covington,2021-22,0.279,6.1
Robert Williams III,2021-22,0.503,5.5
Robert Woodard II,2021-22,0.273,6.0
Robin Lopez,2021-22,0.643,5.7
Rodney Hood,2021-22,0.208,7.9
Rodney McGruder,2021-22,0.309,8.3
Romeo Langford,2021-22,0.352,7.2
Royce O'Neale,2021-22,0.247,7.1
Rudy Gay,2021-22,0.351,5.7
Rudy Gobert,2021-22,0.397,3.9
Rui Hachimura,2021-22,0.263,6.4
Russell Westbrook,2021-22,0.293,6.8
Ryan Arcidiacono,2021-22,0.0,8.0
Saben Lee,2021-22,0.318,8.1
Saddiq Bey,2021-22,0.247,7.5
Sam Dekker,2021-22,0.0,0.0
Sam Hauser,2021-22,0.241,7.1
Sam Merrill,2021-22,0.143,7.6
Sandro Mamukelashvili,2021-22,0.439,5.2
Santi Aldama,2021-22,0.429,5.4
Scottie Barnes,2021-22,0.377,6.4
Scottie Lewis,2021-22,0.0,0.0
Scotty Hopson,2021-22,0.0,1.9
Sekou Doumbouya,2021-22,0.5,7.9
Semi Ojeleye,2021-22,0.392,6.6
Serge Ibaka,2021-22,0.434,5.1
Seth Curry,2021-22,0.125,10.5
Shai Gilgeous-Alexander,2021-22,0.245,7.9
Shake Milton,2021-22,0.176,8.9
Shaq Buchanan,2021-22,0.5,2.2
Shaquille Harrison,2021-22,0.25,8.5
Sharife Cooper,2021-22,0.2,5.7
Skylar Mays,2021-22,0.2,9.3
Solomon Hill,2021-22,0.217,6.1
Spencer Dinwiddie,2021-22,0.233,8.5
Stanley Johnson,2021-22,0.394,7.0
Stephen Curry,2021-22,0.176,7.7
Sterling Brown,2021-22,0.255,6.0
Steven Adams,2021-22,0.531,4.3
Svi Mykhailiuk,2021-22,0.217,8.5
T.J. McConnell,2021-22,0.189,9.3
Tacko Fall,2021-22,0.435,4.2
Taj Gibson,2021-22,0.471,5.2
Talen Horton-Tucker,2021-22,0.29,8.0
Taurean Prince,2021-22,0.247,8.6
Terance Mann,2021-22,0.309,6.1
Terence Davis,2021-22,0.304,6.7
Terrence Ross,2021-22,0.155,9.1
Terry Rozier,2021-22,0.217,8.3
Terry Taylor,2021-22,0.494,6.3
Thaddeus Young,2021-22,0.433,6.1
Thanasis Antetokounmpo,2021-22,0.485,6.4
Theo Maledon,2021-22,0.16,9.1
Theo Pinson,2021-22,0.381,8.2
Thomas Bryant,2021-22,0.389,4.4
Tim Frazier,2021-22,0.053,9.0
Tim Hardaway Jr.,2021-22,0.288,8.0
Timothe Luwawu-Cabarrot,2021-22,0.232,8.1
Tobias Harris,2021-22,0.266,6.1
Tomas Satoransky,2021-22,0.183,8.4
Tony Bradley,2021-22,0.478,4.6
Tony Snell,2021-22,0.243,8.2
Torrey Craig,2021-22,0.316,6.3
Trae Young,2021-22,0.095,10.9
Trayvon Palmer,2021-22,0.5,7.1
Tre Jones,2021-22,0.142,9.1
Tre Mann,2021-22,0.228,8.3
Tremont Waters,2021-22,0.25,10.8
Trendon Watford,2021-22,0.392,5.8
Trent Forrest,2021-22,0.222,8.7
Trevelin Queen,2021-22,0.688,7.1
Trevon Scott,2021-22,0.5,7.5
Trevor Ariza,2021-22,0.183,7.0
Trey Burke,2021-22,0.121,11.2
Trey Lyles,2021-22,0.357,5.3
Trey Murphy III,2021-22,0.313,7.8
Tristan Thompson,2021-22,0.504,4.8
Troy Brown Jr.,2021-22,0.32,6.9
Ty Jerome,2021-22,0.256,9.3
Tyler Cook,2021-22,0.358,5.3
Tyler Hall,2021-22,0.0,0.0
Tyler Herro,2021-22,0.161,8.1
Tyler Johnson,2021-22,0.167,13.6
Tyrell Terry,2021-22,0.0,0.0
Tyrese Haliburton,2021-22,0.114,9.5
Tyrese Maxey,2021-22,0.138,10.2
Tyrone Wallace,2021-22,0.25,5.5
Tyus Jones,2021-22,0.076,9.2
Udoka Azubuike,2021-22,0.296,4.8
Udonis Haslem,2021-22,0.4,4.8
Usman Garuba,2021-22,0.373,5.1
Vernon Carey Jr.,2021-22,0.583,4.3
Victor Oladipo,2021-22,0.217,8.1
Vit Krejci,2021-22,0.188,7.5
Vlatko Cancar,2021-22,0.226,8.3
Wayne Ellington,2021-22,0.208,9.1
Wayne Selden,2021-22,1.0,5.9
Wendell Carter Jr.,2021-22,0.4,4.9
Wenyen Gabriel,2021-22,0.547,5.5
Wes Iwundu,2021-22,0.385,8.1
Wesley Matthews,2021-22,0.37,9.9
Will Barton,2021-22,0.176,6.1
Willie Cauley-Stein,2021-22,0.5,4.7
Willy Hernangomez,2021-22,0.45,4.5
Xavier Moon,2021-22,0.286,10.1
Xavier Sneed,2021-22,0.667,4.9
Xavier Tillman Sr.,2021-22,0.441,6.5
Yuta Watanabe,2021-22,0.283,7.0
Yves Pons,2021-22,0.167,9.4
Zach Collins,2021-22,0.418,4.8
Zach LaVine,2021-22,0.175,6.4
Zavier Simpson,2021-22,0.143,11.6
Zeke Nnaji,2021-22,0.469,5.2
Ziaire Williams,2021-22,0.163,9.5
Zylan Cheatham,2021-22,0.0,0.0
